key,product_name,currency_symbol,price,product_url,color,title
863137FAFV29651,,,,https://www.gucci.com/us/en/pr/-p-863137FAFV29651,,
863137AAGDJ9214,Jackie Slim medium shoulder bag,$,2450.0,https://www.gucci.com/us/en/pr/women/handbags/shoulder-bags-for-women/half-moon-bags-for-women/jackie-slim-medium-shoulder-bag-p-863137AAGDJ9214,White,"Jackie Slim medium shoulder bag $ 2,450 White"
866720FAFV29651,Gucci Aperitivo medium shoulder bag,$,2400.0,https://www.gucci.com/us/en/pr/women/handbags/crossbody-bags-for-women/gucci-aperitivo-medium-shoulder-bag-p-866720FAFV29651,Beige,"Gucci Aperitivo medium shoulder bag $ 2,400 Beige"
867156FAFV41000,Gucci Jackie small shoulder bag,$,1490.0,https://www.gucci.com/us/en/pr/women/handbags/shoulder-bags-for-women/gucci-jackie-small-shoulder-bag-p-867156FAFV41000,Black,"Gucci Jackie small shoulder bag $ 1,490 Black"
863136AAGDJ9214,Gucci Jackie 1961 medium shoulder bag,$,3450.0,https://www.gucci.com/us/en/pr/women/handbags/shoulder-bags-for-women/half-moon-bags-for-women/gucci-jackie-1961-medium-shoulder-bag-p-863136AAGDJ9214,White,"Gucci Jackie 1961 medium shoulder bag $ 3,450 White"
863136AAGDJ1000,Gucci Jackie 1961 medium shoulder bag,$,3450.0,https://www.gucci.com/us/en/pr/women/handbags/shoulder-bags-for-women/half-moon-bags-for-women/gucci-jackie-1961-medium-shoulder-bag-p-863136AAGDJ1000,Black,"Gucci Jackie 1961 medium shoulder bag $ 3,450 Black"
866646AAGIA9214,Mercato small tote bag,$,2950.0,https://www.gucci.com/us/en/pr/women/handbags/shoulder-bags-for-women/mercato-small-tote-bag-p-866646AAGIA9214,White,"Mercato small tote bag $ 2,950 White"
866646AAGIA1000,Mercato small tote bag,$,2950.0,https://www.gucci.com/us/en/pr/women/handbags/shoulder-bags-for-women/mercato-small-tote-bag-p-866646AAGIA1000,Black,"Mercato small tote bag $ 2,950 Black"
870693FAFV29651,Mercato large tote bag,$,3600.0,https://www.gucci.com/us/en/pr/women/handbags/shoulder-bags-for-women/mercato-large-tote-bag-p-870693FAFV29651,Beige,"Mercato large tote bag $ 3,600 Beige"
866645AAGOT2007,Mercato medium tote bag,$,3600.0,https://www.gucci.com/us/en/pr/women/handbags/shoulder-bags-for-women/mercato-medium-tote-bag-p-866645AAGOT2007,Brown,"Mercato medium tote bag $ 3,600 Brown"
866938FAFV99653,Brera medium crossbody bag,$,2450.0,https://www.gucci.com/us/en/pr/men/bags-for-men/messengers-crossbody-bags-for-men/brera-medium-crossbody-bag-p-866938FAFV99653,Beige,"Brera medium crossbody bag $ 2,450 Beige"
864485FAFV99653,Brera large crossbody bag,$,2800.0,https://www.gucci.com/us/en/pr/men/bags-for-men/messengers-crossbody-bags-for-men/brera-large-crossbody-bag-p-864485FAFV99653,Beige,"Brera large crossbody bag $ 2,800 Beige"
735132FABLE9442,Ophidia small shoulder bag,$,1980.0,https://www.gucci.com/us/en/pr/women/handbags/crossbody-bags-for-women/ophidia-small-shoulder-bag-p-735132FABLE9442,Beige,"Ophidia small shoulder bag $ 1,980 Beige"
838465FAE0P9746,Ophidia mini shoulder bag,$,850.0,https://www.gucci.com/us/en/pr/women/handbags/crossbody-bags-for-women/ophidia-mini-shoulder-bag-p-838465FAE0P9746,Beige,Ophidia mini shoulder bag $ 850 Beige
836825FAE0J9867,Ophidia medium boston bag,$,1950.0,https://www.gucci.com/us/en/pr/women/handbags/crossbody-bags-for-women/ophidia-medium-boston-bag-p-836825FAE0J9867,Beige,"Ophidia medium boston bag $ 1,950 Beige"
838480FAE0P9746,Ophidia small camera bag,$,1200.0,https://www.gucci.com/us/en/pr/women/handbags/crossbody-bags-for-women/ophidia-small-camera-bag-p-838480FAE0P9746,Beige,"Ophidia small camera bag $ 1,200 Beige"
76496196IWG8745,Ophidia pochette,$,1100.0,https://www.gucci.com/us/en/pr/women/handbags/crossbody-bags-for-women/ophidia-pochette-p-76496196IWG8745,"Beige,#8D4F10","Ophidia pochette $ 1,100 Beige,#8D4F10"
764960K9GSG8367,Ophidia mini bag,$,850.0,https://www.gucci.com/us/en/pr/women/handbags/mini-bags-for-women/ophidia-mini-bag-p-764960K9GSG8367,Beige,Ophidia mini bag $ 850 Beige
841341FAE0J9643,Ophidia small shoulder bag,$,1850.0,https://www.gucci.com/us/en/pr/women/handbags/shoulder-bags-for-women/ophidia-small-shoulder-bag-p-841341FAE0J9643,White,"Ophidia small shoulder bag $ 1,850 White"
836849FAE0J9643,Ophidia medium tote bag,$,1980.0,https://www.gucci.com/us/en/pr/women/handbags/shoulder-bags-for-women/ophidia-medium-tote-bag-p-836849FAE0J9643,White,"Ophidia medium tote bag $ 1,980 White"
841290AAGJE5825,GG Marmont mini shoulder bag,$,1550.0,https://www.gucci.com/us/en/pr/women/handbags/crossbody-bags-for-women/gg-marmont-mini-shoulder-bag-p-841290AAGJE5825,Pink,"GG Marmont mini shoulder bag $ 1,550 Pink"
